gene_symbol,ensembl_gene_id,chr,n_instruments_5e8,n_instruments_5e6,has_valid_instrument,single_iv,finan_tier,notes
AXL,ENSG00000167601,19,1,135,TRUE,TRUE,Tier 1,""
AZGP1,ENSG00000160862,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
AZIN1,ENSG00000155096,8,3,556,TRUE,FALSE,Tier 2,""
AZU1,ENSG00000172232,19,0,9,FALSE,FALSE,Tier 3B,no SNP below 5e-8
B2M,ENSG00000166710,15,1,138,TRUE,TRUE,Tier 3B,""
B4GALT1,ENSG00000086062,9,2,751,TRUE,FALSE,Tier 3A,""
BACE1,ENSG00000186318,11,2,358,TRUE,FALSE,Tier 1,""
BACE2,ENSG00000182240,21,3,233,TRUE,FALSE,Tier 2,""
BAD,ENSG00000002330,11,2,245,TRUE,FALSE,Tier 2,""
BAMBI,ENSG00000095739,10,3,544,TRUE,FALSE,Tier 3B,""
BCAM,ENSG00000187244,19,1,7,TRUE,TRUE,Tier 3A,""
BCAN,ENSG00000132692,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BCAT1,ENSG00000060982,12,5,1702,TRUE,FALSE,Tier 2,""
BCHE,ENSG00000114200,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
BCL2,ENSG00000171791,18,2,84,TRUE,FALSE,Tier 1,""
BCL2A1,ENSG00000140379,15,2,300,TRUE,FALSE,Tier 2,""
BCL2L1,ENSG00000171552,20,1,430,TRUE,TRUE,Tier 1,""
BCL2L10,ENSG00000137875,15,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
BCL2L2,ENSG00000129473,14,1,6,TRUE,TRUE,Tier 2,""
BCL2L2-PABPN1,ENSG00000258643,14,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
BCR,ENSG00000186716,22,2,1100,TRUE,FALSE,Tier 1,""
BDKRB1,ENSG00000100739,14,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
BDKRB2,ENSG00000168398,14,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
BDNF,ENSG00000176697,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
BGLAP,ENSG00000242252,1,1,149,TRUE,TRUE,Tier 3B,""
BGN,ENSG00000182492,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
BHMT,ENSG00000145692,5,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
BHMT2,ENSG00000132840,5,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
BICD1,ENSG00000151746,12,2,614,TRUE,FALSE,Tier 3A,""
BIRC2,ENSG00000110330,11,1,27,TRUE,TRUE,Tier 1,""
BIRC3,ENSG00000023445,11,2,414,TRUE,FALSE,Tier 1,""
BIRC5,ENSG00000089685,17,1,163,TRUE,TRUE,Tier 2,""
BIRC8,ENSG00000163098,19,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
BLK,ENSG00000136573,8,3,5137,TRUE,FALSE,Tier 1,""
BLM,ENSG00000197299,15,4,1172,TRUE,FALSE,Tier 1,""
BMP1,ENSG00000168487,8,3,118,TRUE,FALSE,Tier 2,""
BMP10,ENSG00000163217,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
BMP15,ENSG00000130385,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
BMP2,ENSG00000125845,20,3,114,TRUE,FALSE,Tier 3A,""
BMP2K,ENSG00000138756,4,2,522,TRUE,FALSE,Tier 1,""
BMP3,ENSG00000152785,4,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
BMP4,ENSG00000125378,14,1,256,TRUE,TRUE,Tier 2,""
BMP5,ENSG00000112175,6,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BMP6,ENSG00000153162,6,2,341,TRUE,FALSE,Tier 3A,""
BMP7,ENSG00000101144,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BMP8A,ENSG00000183682,1,3,606,TRUE,FALSE,Tier 3A,""
BMP8B,ENSG00000116985,1,1,96,TRUE,TRUE,Tier 3B,""
BMPER,ENSG00000164619,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BMPR1A,ENSG00000107779,10,1,401,TRUE,TRUE,Tier 2,""
BMPR1B,ENSG00000138696,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
BMPR2,ENSG00000204217,2,2,1509,TRUE,FALSE,Tier 2,""
BMX,ENSG00000102010,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
BOC,ENSG00000144857,3,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
BOLA1,ENSG00000178096,1,1,31,TRUE,TRUE,Tier 3A,""
BOLA3,ENSG00000163170,2,1,19,TRUE,TRUE,Tier 3B,""
BPHL,ENSG00000137274,6,2,199,TRUE,FALSE,Tier 3B,""
BPI,ENSG00000101425,20,6,875,TRUE,FALSE,Tier 3A,""
BPIFA1,ENSG00000198183,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFA2,ENSG00000131050,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFB1,ENSG00000125999,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFB2,ENSG00000078898,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFB3,ENSG00000186190,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFB4,ENSG00000186191,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFB6,ENSG00000167104,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BPIFC,ENSG00000184459,22,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
BPNT1,ENSG00000162813,1,1,101,TRUE,TRUE,Tier 3B,""
BRAF,ENSG00000157764,7,1,102,TRUE,TRUE,Tier 1,""
BRCA1,ENSG00000012048,17,1,745,TRUE,TRUE,Tier 2,""
BRD2,ENSG00000204256,6,2,634,TRUE,FALSE,Tier 2,""
BRD3,ENSG00000169925,9,2,324,TRUE,FALSE,Tier 2,""
BRD4,ENSG00000141867,19,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
BRDT,ENSG00000137948,1,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
BRPF3,ENSG00000096070,6,2,73,TRUE,FALSE,Tier 3B,""
BRS3,ENSG00000102239,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
BRSK1,ENSG00000160469,19,1,215,TRUE,TRUE,Tier 1,""
BRSK2,ENSG00000174672,11,1,109,TRUE,TRUE,Tier 1,""
BSG,ENSG00000172270,19,2,244,TRUE,FALSE,Tier 1,""
BSPH1,ENSG00000188334,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
BST1,ENSG00000109743,4,5,1830,TRUE,FALSE,Tier 3A,""
BST2,ENSG00000130303,19,1,63,TRUE,TRUE,Tier 3B,""
BTC,ENSG00000174808,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
BTD,ENSG00000169814,3,1,405,TRUE,TRUE,Tier 3A,""
BTK,ENSG00000010671,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
BTLA,ENSG00000186265,3,2,122,TRUE,FALSE,Tier 3B,""
BTN1A1,ENSG00000124557,6,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
BTN3A1,ENSG00000026950,6,5,2672,TRUE,FALSE,Tier 3B,""
BTN3A2,ENSG00000186470,6,16,5105,TRUE,FALSE,Tier 3B,""
BTN3A3,ENSG00000111801,6,7,831,TRUE,FALSE,Tier 3A,""
BTNL8,ENSG00000113303,5,4,851,TRUE,FALSE,Tier 3B,""
BUB1,ENSG00000169679,2,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
BUB1B,ENSG00000156970,15,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
C10orf54,ENSG00000107738,10,2,150,TRUE,FALSE,Tier 3A,""
C11orf83,ENSG00000204922,11,1,165,TRUE,TRUE,Tier 3B,""
C12orf39,ENSG00000134548,12,3,1143,TRUE,FALSE,Tier 3B,""
C16orf89,ENSG00000153446,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C17orf72,ENSG00000224383,17,1,169,TRUE,TRUE,Tier 3B,""
C17orf99,ENSG00000187997,17,2,115,TRUE,FALSE,Tier 3B,""
C19orf10,ENSG00000074842,19,1,175,TRUE,TRUE,Tier 3B,""
C1QA,ENSG00000173372,1,2,483,TRUE,FALSE,Tier 3B,""
C1QB,ENSG00000173369,1,3,753,TRUE,FALSE,Tier 3B,""
C1QC,ENSG00000159189,1,3,317,TRUE,FALSE,Tier 3B,""
C1QL1,ENSG00000131094,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C1QL2,ENSG00000144119,2,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C1QTNF5,ENSG00000223953,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
C1QTNF6,ENSG00000133466,22,3,399,TRUE,FALSE,Tier 3A,""
C1QTNF8,ENSG00000184471,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C1QTNF9,ENSG00000240654,13,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C1QTNF9B,ENSG00000205863,13,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
C1R,ENSG00000159403,12,1,73,TRUE,TRUE,Tier 2,""
C1RL,ENSG00000139178,12,6,835,TRUE,FALSE,Tier 3B,""
C1S,ENSG00000182326,12,1,24,TRUE,TRUE,Tier 2,""
C2,ENSG00000166278,6,2,899,TRUE,FALSE,Tier 3A,""
C2orf40,ENSG00000119147,2,3,737,TRUE,FALSE,Tier 3B,""
C3,ENSG00000125730,19,1,74,TRUE,TRUE,Tier 3A,""
C3AR1,ENSG00000171860,12,6,969,TRUE,FALSE,Tier 2,""
C4A,ENSG00000244731,6,5,8175,TRUE,FALSE,Tier 3A,""
C4B,ENSG00000224389,6,3,8590,TRUE,FALSE,Tier 3B,""
C4BPA,ENSG00000123838,1,4,793,TRUE,FALSE,Tier 3A,""
C4BPB,ENSG00000123843,1,2,717,TRUE,FALSE,Tier 3A,""
C5,ENSG00000106804,9,4,2264,TRUE,FALSE,Tier 1,""
C5AR1,ENSG00000197405,19,1,158,TRUE,TRUE,Tier 2,""
C5AR2,ENSG00000134830,19,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
C6,ENSG00000039537,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
C6orf120,ENSG00000185127,6,3,989,TRUE,FALSE,Tier 3B,""
C6orf15,ENSG00000204542,6,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
C6orf25,ENSG00000204420,6,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
C7,ENSG00000112936,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C8A,ENSG00000157131,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C8B,ENSG00000021852,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
C8G,ENSG00000176919,9,1,235,TRUE,TRUE,Tier 3A,""
C8orf44-SGK3,ENSG00000270024,8,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
C9,ENSG00000113600,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
C9orf96,ENSG00000198870,9,1,5,TRUE,TRUE,Tier 3B,""
CA1,ENSG00000133742,8,0,10,FALSE,FALSE,Tier 1,no SNP below 5e-8
CA10,ENSG00000154975,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CA11,ENSG00000063180,19,1,179,TRUE,TRUE,Tier 3B,""
CA12,ENSG00000074410,15,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
CA13,ENSG00000185015,8,1,1308,TRUE,TRUE,Tier 1,""
CA14,ENSG00000118298,1,1,293,TRUE,TRUE,Tier 1,""
CA2,ENSG00000104267,8,3,1890,TRUE,FALSE,Tier 1,""
CA3,ENSG00000164879,8,0,65,FALSE,FALSE,Tier 1,no SNP below 5e-8
CA4,ENSG00000167434,17,1,392,TRUE,TRUE,Tier 1,""
CA5A,ENSG00000174990,16,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CA5B,ENSG00000169239,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
CA6,ENSG00000131686,1,2,499,TRUE,FALSE,Tier 1,""
CA7,ENSG00000168748,16,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CA8,ENSG00000178538,8,2,1178,TRUE,FALSE,Tier 3A,""
CA9,ENSG00000107159,9,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CACNA1A,ENSG00000141837,19,1,88,TRUE,TRUE,Tier 2,""
CACNA1B,ENSG00000148408,9,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CACNA1C,ENSG00000151067,12,1,11,TRUE,TRUE,Tier 1,""
CACNA1D,ENSG00000157388,3,1,187,TRUE,TRUE,Tier 1,""
CACNA1E,ENSG00000198216,1,2,618,TRUE,FALSE,Tier 3B,""
CACNA1F,ENSG00000102001,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
CACNA1G,ENSG00000006283,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CACNA1H,ENSG00000196557,16,1,121,TRUE,TRUE,Tier 1,""
CACNA1I,ENSG00000100346,22,1,133,TRUE,TRUE,Tier 1,""
CACNA1S,ENSG00000081248,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CACNA2D1,ENSG00000153956,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CACNA2D2,ENSG00000007402,3,1,299,TRUE,TRUE,Tier 1,""
CACNA2D3,ENSG00000157445,3,2,525,TRUE,FALSE,Tier 3B,""
CACNA2D4,ENSG00000151062,12,1,177,TRUE,TRUE,Tier 3B,""
CACNB1,ENSG00000067191,17,0,9,FALSE,FALSE,Tier 3B,no SNP below 5e-8
CACNB2,ENSG00000165995,10,1,650,TRUE,TRUE,Tier 3A,""
CACNB3,ENSG00000167535,12,3,730,TRUE,FALSE,Tier 3A,""
CACNB4,ENSG00000182389,2,2,1013,TRUE,FALSE,Tier 3B,""
CACNG1,ENSG00000108878,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CACNG2,ENSG00000166862,22,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CACNG3,ENSG00000006116,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CACNG4,ENSG00000075461,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CACNG5,ENSG00000075429,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CACNG6,ENSG00000130433,19,2,219,TRUE,FALSE,Tier 3B,""
CACNG7,ENSG00000105605,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CACNG8,ENSG00000142408,19,1,38,TRUE,TRUE,Tier 3B,""
CAD,ENSG00000084774,2,2,538,TRUE,FALSE,Tier 2,""
CADM3,ENSG00000162706,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CALCA,ENSG00000110680,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CALCB,ENSG00000175868,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CALCR,ENSG00000004948,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CALCRL,ENSG00000064989,2,2,1416,TRUE,FALSE,Tier 1,""
CALM1,ENSG00000198668,14,1,291,TRUE,TRUE,Tier 2,""
CALM2,ENSG00000143933,2,3,233,TRUE,FALSE,Tier 2,""
CALM3,ENSG00000160014,19,2,272,TRUE,FALSE,Tier 2,""
CALR,ENSG00000179218,19,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
CALU,ENSG00000128595,7,2,597,TRUE,FALSE,Tier 3B,""
CAMK1,ENSG00000134072,3,2,231,TRUE,FALSE,Tier 2,""
CAMK1D,ENSG00000183049,10,4,1300,TRUE,FALSE,Tier 1,""
CAMK1G,ENSG00000008118,1,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
CAMK2A,ENSG00000070808,5,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CAMK2B,ENSG00000058404,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CAMK2D,ENSG00000145349,4,4,976,TRUE,FALSE,Tier 1,""
CAMK2G,ENSG00000148660,10,1,154,TRUE,TRUE,Tier 1,""
CAMK4,ENSG00000152495,5,1,506,TRUE,TRUE,Tier 2,""
CAMKK1,ENSG00000004660,17,1,15,TRUE,TRUE,Tier 1,""
CAMKK2,ENSG00000110931,12,5,2302,TRUE,FALSE,Tier 1,""
CAMKV,ENSG00000164076,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CAMP,ENSG00000164047,3,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
CAPN1,ENSG00000014216,11,5,1064,TRUE,FALSE,Tier 2,""
CAPN2,ENSG00000162909,1,3,279,TRUE,FALSE,Tier 2,""
CAPNS1,ENSG00000126247,19,3,599,TRUE,FALSE,Tier 2,""
CAPZA1,ENSG00000116489,1,1,144,TRUE,TRUE,Tier 3A,""
CAPZA2,ENSG00000198898,7,4,658,TRUE,FALSE,Tier 3A,""
CARM1,ENSG00000142453,19,2,713,TRUE,FALSE,Tier 2,""
CARTPT,ENSG00000164326,5,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CASK,ENSG00000147044,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
CASP1,ENSG00000137752,11,3,1299,TRUE,FALSE,Tier 1,""
CASP2,ENSG00000106144,7,2,54,TRUE,FALSE,Tier 2,""
CASP3,ENSG00000164305,4,4,845,TRUE,FALSE,Tier 2,""
CASP6,ENSG00000138794,4,1,363,TRUE,TRUE,Tier 2,""
CASP7,ENSG00000165806,10,4,1451,TRUE,FALSE,Tier 2,""
CASP8,ENSG00000064012,2,3,1115,TRUE,FALSE,Tier 1,""
CASP9,ENSG00000132906,1,3,963,TRUE,FALSE,Tier 2,""
CASQ2,ENSG00000118729,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CASR,ENSG00000036828,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CAT,ENSG00000121691,11,3,1123,TRUE,FALSE,Tier 1,""
CATSPER1,ENSG00000175294,11,2,333,TRUE,FALSE,Tier 3B,""
CATSPER2,ENSG00000166762,15,2,1046,TRUE,FALSE,Tier 3B,""
CATSPER3,ENSG00000152705,5,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
CATSPER4,ENSG00000188782,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CBLN1,ENSG00000102924,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CBLN3,ENSG00000139899,14,5,1397,TRUE,FALSE,Tier 3A,""
CBLN4,ENSG00000054803,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CBR1,ENSG00000159228,21,4,1082,TRUE,FALSE,Tier 1,""
CBR3,ENSG00000159231,21,4,1674,TRUE,FALSE,Tier 1,""
CCDC3,ENSG00000151468,10,4,429,TRUE,FALSE,Tier 3A,""
CCDC80,ENSG00000091986,3,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCK,ENSG00000187094,3,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCKAR,ENSG00000163394,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CCKBR,ENSG00000110148,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CCL1,ENSG00000108702,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL11,ENSG00000172156,17,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
CCL13,ENSG00000181374,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL14,ENSG00000213494,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL15-CCL14,ENSG00000161574,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL16,ENSG00000161573,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL17,ENSG00000102970,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL18,ENSG00000006074,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL19,ENSG00000172724,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCL2,ENSG00000108691,17,1,96,TRUE,TRUE,Tier 1,""
CCL20,ENSG00000115009,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCL21,ENSG00000137077,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCL22,ENSG00000102962,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL23,ENSG00000167236,17,4,533,TRUE,FALSE,Tier 3B,""
CCL24,ENSG00000106178,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL25,ENSG00000131142,19,1,60,TRUE,TRUE,Tier 3B,""
CCL26,ENSG00000006606,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
CCL27,ENSG00000213927,9,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCL28,ENSG00000151882,5,1,1242,TRUE,TRUE,Tier 3B,""
CCL3,ENSG00000006075,17,2,96,TRUE,FALSE,Tier 3B,""
CCL3L1,ENSG00000205021,17,3,243,TRUE,FALSE,Tier 3B,""
CCL3L3,ENSG00000256515,17,2,270,TRUE,FALSE,Tier 3B,""
CCL4,ENSG00000129277,17,1,221,TRUE,TRUE,Tier 3B,""
CCL4L1,ENSG00000205020,17,3,334,TRUE,FALSE,Tier 3B,""
CCL4L2,ENSG00000197262,17,2,293,TRUE,FALSE,Tier 3B,""
CCL5,ENSG00000161570,17,2,464,TRUE,FALSE,Tier 2,""
CCL7,ENSG00000108688,17,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CCL8,ENSG00000108700,17,1,42,TRUE,TRUE,Tier 3B,""
CCNA1,ENSG00000133101,13,1,884,TRUE,TRUE,Tier 1,""
CCNA2,ENSG00000145386,4,1,247,TRUE,TRUE,Tier 1,""
CCNB1,ENSG00000134057,5,1,421,TRUE,TRUE,Tier 1,""
CCNB2,ENSG00000157456,15,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
CCNB3,ENSG00000147082,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
CCND1,ENSG00000110092,11,1,329,TRUE,TRUE,Tier 1,""
CCND2,ENSG00000118971,12,2,45,TRUE,FALSE,Tier 1,""
CCND3,ENSG00000112576,6,1,346,TRUE,TRUE,Tier 1,""
CCNE1,ENSG00000105173,19,2,165,TRUE,FALSE,Tier 1,""
CCNE2,ENSG00000175305,8,1,259,TRUE,TRUE,Tier 1,""
CCNH,ENSG00000134480,5,1,123,TRUE,TRUE,Tier 2,""
CCNT1,ENSG00000129315,12,2,419,TRUE,FALSE,Tier 1,""
CCR1,ENSG00000163823,3,6,2487,TRUE,FALSE,Tier 1,""
CCR10,ENSG00000184451,17,1,46,TRUE,TRUE,Tier 3B,""
CCR2,ENSG00000121807,3,4,1690,TRUE,FALSE,Tier 1,""
CCR3,ENSG00000183625,3,4,3269,TRUE,FALSE,Tier 2,""
CCR4,ENSG00000183813,3,2,461,TRUE,FALSE,Tier 1,""
CCR5,ENSG00000160791,3,2,1433,TRUE,FALSE,Tier 1,""
CCR6,ENSG00000112486,6,2,781,TRUE,FALSE,Tier 2,""
CCR7,ENSG00000126353,17,1,172,TRUE,TRUE,Tier 3A,""
CCR8,ENSG00000179934,3,2,338,TRUE,FALSE,Tier 2,""
CCR9,ENSG00000173585,3,1,915,TRUE,TRUE,Tier 1,""
CCRL2,ENSG00000121797,3,2,877,TRUE,FALSE,Tier 3B,""
CD101,ENSG00000134256,1,7,1214,TRUE,FALSE,Tier 3B,""
CD109,ENSG00000156535,6,2,442,TRUE,FALSE,Tier 3B,""
CD14,ENSG00000170458,5,3,1257,TRUE,FALSE,Tier 1,""
CD151,ENSG00000177697,11,6,2402,TRUE,FALSE,Tier 3A,""
CD160,ENSG00000117281,1,1,228,TRUE,TRUE,Tier 3A,""
CD163,ENSG00000177575,12,2,220,TRUE,FALSE,Tier 3B,""
CD163L1,ENSG00000177675,12,2,498,TRUE,FALSE,Tier 3B,""
CD164,ENSG00000135535,6,2,1492,TRUE,FALSE,Tier 3A,""
CD164L2,ENSG00000174950,1,1,231,TRUE,TRUE,Tier 3B,""
CD177,ENSG00000204936,19,3,1831,TRUE,FALSE,Tier 3B,""
CD180,ENSG00000134061,5,1,285,TRUE,TRUE,Tier 3A,""
CD19,ENSG00000177455,16,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
CD1A,ENSG00000158477,1,4,1450,TRUE,FALSE,Tier 3B,""
CD1B,ENSG00000158485,1,3,1528,TRUE,FALSE,Tier 3B,""
CD1C,ENSG00000158481,1,2,1027,TRUE,FALSE,Tier 3B,""
CD1D,ENSG00000158473,1,1,968,TRUE,TRUE,Tier 3B,""
CD1E,ENSG00000158488,1,3,1461,TRUE,FALSE,Tier 3B,""
CD2,ENSG00000116824,1,1,30,TRUE,TRUE,Tier 1,""
CD200,ENSG00000091972,3,1,87,TRUE,TRUE,Tier 1,""
CD200R1,ENSG00000163606,3,4,1713,TRUE,FALSE,Tier 3A,""
CD207,ENSG00000116031,2,1,398,TRUE,TRUE,Tier 3B,""
CD209,ENSG00000090659,19,2,360,TRUE,FALSE,Tier 3B,""
CD22,ENSG00000012124,19,1,75,TRUE,TRUE,Tier 1,""
CD226,ENSG00000150637,18,2,954,TRUE,FALSE,Tier 3A,""
CD244,ENSG00000122223,1,6,899,TRUE,FALSE,Tier 3A,""
CD247,ENSG00000198821,1,2,462,TRUE,FALSE,Tier 3A,""
CD248,ENSG00000174807,11,1,10,TRUE,TRUE,Tier 1,""
CD27,ENSG00000139193,12,2,304,TRUE,FALSE,Tier 3A,""
CD274,ENSG00000120217,9,1,73,TRUE,TRUE,Tier 1,""
CD276,ENSG00000103855,15,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
CD28,ENSG00000178562,2,1,176,TRUE,TRUE,Tier 1,""
CD300A,ENSG00000167851,17,4,383,TRUE,FALSE,Tier 3B,""
CD300C,ENSG00000167850,17,8,1132,TRUE,FALSE,Tier 3B,""
CD300E,ENSG00000186407,17,4,340,TRUE,FALSE,Tier 3B,""
CD300LB,ENSG00000178789,17,6,726,TRUE,FALSE,Tier 3B,""
CD300LD,ENSG00000204345,17,3,582,TRUE,FALSE,Tier 3B,""
CD300LF,ENSG00000186074,17,3,496,TRUE,FALSE,Tier 3A,""
CD300LG,ENSG00000161649,17,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
CD302,ENSG00000241399,2,4,1811,TRUE,FALSE,Tier 3B,""
CD320,ENSG00000167775,19,5,765,TRUE,FALSE,Tier 3B,""
CD33,ENSG00000105383,19,3,257,TRUE,FALSE,Tier 1,""
CD34,ENSG00000174059,1,1,59,TRUE,TRUE,Tier 3A,""
CD36,ENSG00000135218,7,6,1229,TRUE,FALSE,Tier 3A,""
CD37,ENSG00000104894,19,3,655,TRUE,FALSE,Tier 1,""
CD38,ENSG00000004468,4,1,300,TRUE,TRUE,Tier 1,""
CD3D,ENSG00000167286,11,1,167,TRUE,TRUE,Tier 3B,""
CD3E,ENSG00000198851,11,1,302,TRUE,TRUE,Tier 1,""
CD3G,ENSG00000160654,11,1,196,TRUE,TRUE,Tier 3B,""
