gene_symbol,ensembl_gene_id,chr,start_hg19,end_hg19,finan_tier,dgidb_n_interactions,dgidb_drugs,in_mr_screen,notes
IL13RA2,ENSG00000123496,X,114238538,114254540,Tier 3B,,,TRUE,""
IL15,ENSG00000164136,4,142557752,142655140,Tier 1,,,TRUE,""
IL15RA,ENSG00000134470,10,5990855,6020150,Tier 3A,,,TRUE,""
IL16,ENSG00000172349,15,81451916,81605104,Tier 3A,,,TRUE,""
IL17A,ENSG00000112115,6,52051185,52055436,Tier 1,,,TRUE,""
IL17B,ENSG00000127743,5,148750887,148783765,Tier 3A,,,TRUE,""
IL17C,ENSG00000124391,16,88704999,88706881,Tier 3B,,,TRUE,""
IL17D,ENSG00000172458,13,21276266,21297237,Tier 3A,,,TRUE,""
IL17F,ENSG00000112116,6,52101479,52109335,Tier 1,,,TRUE,""
IL17RA,ENSG00000177663,22,17565844,17596583,Tier 1,,,TRUE,""
IL17RB,ENSG00000056736,3,53880607,53899827,Tier 3B,,,TRUE,""
IL17RC,ENSG00000163702,3,9958758,9975314,Tier 3B,,,TRUE,""
IL17RE,ENSG00000163701,3,9944296,9958086,Tier 3B,,,TRUE,""
IL18,ENSG00000150782,11,112013974,112034840,Tier 1,,,TRUE,""
IL18BP,ENSG00000137496,11,71709587,71716761,Tier 3B,,,TRUE,""
IL18R1,ENSG00000115604,2,102927989,103015218,Tier 3A,,,TRUE,""
IL18RAP,ENSG00000115607,2,103035149,103069025,Tier 3A,,,TRUE,""
IL19,ENSG00000142224,1,206972215,207016324,Tier 3A,,,TRUE,""
IL1A,ENSG00000115008,2,113531492,113542167,Tier 1,,,TRUE,""
IL1B,ENSG00000125538,2,113587328,113594480,Tier 1,,,TRUE,""
IL1F10,ENSG00000136697,2,113825547,113833427,Tier 3A,,,TRUE,""
IL1R1,ENSG00000115594,2,102681004,102796334,Tier 1,,,TRUE,""
IL1R2,ENSG00000115590,2,102608306,102645006,Tier 1,,,TRUE,""
IL1RAP,ENSG00000196083,3,190231840,190375843,Tier 3A,,,TRUE,""
IL1RAPL1,ENSG00000169306,X,28605516,29974840,Tier 3B,,,TRUE,""
IL1RAPL2,ENSG00000189108,X,103810996,105011822,Tier 3B,,,TRUE,""
IL1RL1,ENSG00000115602,2,102927962,102968497,Tier 3A,,,TRUE,""
IL1RL2,ENSG00000115598,2,102803433,102856462,Tier 3B,,,TRUE,""
IL1RN,ENSG00000136689,2,113864791,113891593,Tier 3A,,,TRUE,""
IL2,ENSG00000109471,4,123372625,123377880,Tier 1,,,TRUE,""
IL20,ENSG00000162891,1,207038699,207042568,Tier 3A,,,TRUE,""
IL20RA,ENSG00000016402,6,137321108,137366298,Tier 3B,,,TRUE,""
IL20RB,ENSG00000174564,3,136665072,136729927,Tier 3B,,,TRUE,""
IL21,ENSG00000138684,4,123533783,123542224,Tier 3A,,,TRUE,""
IL21R,ENSG00000103522,16,27413483,27462115,Tier 3A,,,TRUE,""
IL22,ENSG00000127318,12,68642022,68647387,Tier 1,,,TRUE,""
IL22RA2,ENSG00000164485,6,137464968,137494785,Tier 3A,,,TRUE,""
IL23A,ENSG00000110944,12,56732663,56734193,Tier 1,,,TRUE,""
IL24,ENSG00000162892,1,207070788,207077484,Tier 3A,,,TRUE,""
IL25,ENSG00000166090,14,23842018,23845612,Tier 3A,,,TRUE,""
IL26,ENSG00000111536,12,68595131,68619601,Tier 3A,,,TRUE,""
IL27,ENSG00000197272,16,28510683,28523372,Tier 3A,,,TRUE,""
IL2RA,ENSG00000134460,10,6052652,6104288,Tier 1,,,TRUE,""
IL2RB,ENSG00000100385,22,37521878,37571094,Tier 1,,,TRUE,""
IL2RG,ENSG00000147168,X,70327254,70331958,Tier 3B,,,TRUE,""
IL3,ENSG00000164399,5,131396222,131398897,Tier 3A,,,TRUE,""
IL31,ENSG00000204671,12,122656577,122658746,Tier 3A,,,TRUE,""
IL31RA,ENSG00000164509,5,55147207,55218678,Tier 3B,,,TRUE,""
IL32,ENSG00000008517,16,3115298,3131908,Tier 3A,,,TRUE,""
IL33,ENSG00000137033,9,6215805,6257983,Tier 3A,,,TRUE,""
IL34,ENSG00000157368,16,70613798,70694585,Tier 3B,,,TRUE,""
IL36B,ENSG00000136696,2,113779668,113810444,Tier 3A,,,TRUE,""
IL36G,ENSG00000136688,2,113730780,113743242,Tier 3A,,,TRUE,""
IL36RN,ENSG00000136695,2,113816215,113822959,Tier 3A,,,TRUE,""
IL37,ENSG00000125571,2,113670548,113676459,Tier 3A,,,TRUE,""
IL3RA,ENSG00000185291,X,1455509,1501578,Tier 1,,,TRUE,""
IL4,ENSG00000113520,5,132009678,132018368,Tier 1,,,TRUE,""
IL4I1,ENSG00000104951,19,50392911,50432796,Tier 3B,,,TRUE,""
IL4R,ENSG00000077238,16,27324989,27376099,Tier 1,,,TRUE,""
IL5,ENSG00000113525,5,131877136,131892530,Tier 1,,,TRUE,""
IL5RA,ENSG00000091181,3,3111233,3168297,Tier 1,,,TRUE,""
IL6,ENSG00000136244,7,22765503,22771621,Tier 1,,,TRUE,""
IL6R,ENSG00000160712,1,154377669,154441926,Tier 1,,,TRUE,""
IL6ST,ENSG00000134352,5,55230923,55290821,Tier 1,,,TRUE,""
IL7,ENSG00000104432,8,79587978,79717758,Tier 3A,,,TRUE,""
IL7R,ENSG00000168685,5,35852797,35879705,Tier 3A,,,TRUE,""
IL8,ENSG00000169429,4,74606223,74609433,Tier 1,,,TRUE,""
IL9,ENSG00000145839,5,135227935,135231516,Tier 1,,,TRUE,""
IL9R,ENSG00000124334,X,155227246,155240482,Tier 3B,,,TRUE,""
ILK,ENSG00000166333,11,6624961,6632102,Tier 3B,,,TRUE,""
IMPA1,ENSG00000133731,8,82570196,82598928,Tier 1,,,TRUE,""
IMPA2,ENSG00000141401,18,11981024,12030876,Tier 2,,,TRUE,""
IMPDH1,ENSG00000106348,7,128032331,128050306,Tier 1,,,TRUE,""
IMPDH2,ENSG00000178035,3,49061758,49066841,Tier 1,,,TRUE,""
IMPG1,ENSG00000112706,6,76630832,76782395,Tier 3B,,,TRUE,""
IMPG2,ENSG00000081148,3,100941390,101039404,Tier 3B,,,TRUE,""
INHA,ENSG00000123999,2,220433884,220440435,Tier 3B,,,TRUE,""
INHBA,ENSG00000122641,7,41724712,41742706,Tier 1,,,TRUE,""
INHBB,ENSG00000163083,2,121103719,121109384,Tier 3A,,,TRUE,""
INHBC,ENSG00000175189,12,57828543,57844611,Tier 3A,,,TRUE,""
INHBE,ENSG00000139269,12,57846106,57853063,Tier 3A,,,TRUE,""
INS,ENSG00000254647,11,2181009,2182571,Tier 3A,,,TRUE,""
INS-IGF2,ENSG00000129965,11,2153768,2182439,Tier 3A,,,TRUE,""
INSL3,ENSG00000248099,19,17927321,17932383,Tier 3A,,,TRUE,""
INSL4,ENSG00000120211,9,5231419,5235304,Tier 3A,,,TRUE,""
INSL5,ENSG00000172410,1,67263424,67266939,Tier 3B,,,TRUE,""
INSL6,ENSG00000120210,9,5131979,5185668,Tier 3A,,,TRUE,""
INSR,ENSG00000171105,19,7112266,7294045,Tier 1,,,TRUE,""
INSRR,ENSG00000027644,1,156809855,156828810,Tier 2,,,TRUE,""
IPP,ENSG00000197429,1,46159996,46216322,Tier 3B,,,TRUE,""
IRAK1,ENSG00000184216,X,153275951,153285431,Tier 1,,,TRUE,""
IRAK2,ENSG00000134070,3,10206549,10285427,Tier 3B,,,TRUE,""
IRAK3,ENSG00000090376,12,66582659,66648402,Tier 1,,,TRUE,""
IRAK4,ENSG00000198001,12,44152747,44183346,Tier 1,,,TRUE,""
ISG15,ENSG00000187608,1,948803,949920,Tier 3B,,,TRUE,""
ISLR2,ENSG00000167178,15,74392652,74430881,Tier 3B,,,TRUE,""
ITGA1,ENSG00000213949,5,52083730,52255040,Tier 3A,,,TRUE,""
ITGA10,ENSG00000143127,1,145524891,145543868,Tier 3B,,,TRUE,""
ITGA11,ENSG00000137809,15,68594050,68724501,Tier 3A,,,TRUE,""
ITGA2,ENSG00000164171,5,52285156,52390609,Tier 1,,,TRUE,""
ITGA2B,ENSG00000005961,17,42449548,42466873,Tier 1,,,TRUE,""
ITGA3,ENSG00000005884,17,48133332,48167845,Tier 3B,,,TRUE,""
ITGA4,ENSG00000115232,2,182321929,182400914,Tier 1,,,TRUE,""
ITGA5,ENSG00000161638,12,54789045,54813244,Tier 1,,,TRUE,""
ITGA6,ENSG00000091409,2,173292082,173371181,Tier 3A,,,TRUE,""
ITGA7,ENSG00000135424,12,56078352,56109827,Tier 3A,,,TRUE,""
ITGA8,ENSG00000077943,10,15555948,15762124,Tier 3A,,,TRUE,""
ITGA9,ENSG00000144668,3,37493606,37865005,Tier 3A,,,TRUE,""
ITGAD,ENSG00000156886,16,31404633,31437826,Tier 3A,,,TRUE,""
ITGAE,ENSG00000083457,17,3617922,3704537,Tier 1,,,TRUE,""
ITGAL,ENSG00000005844,16,30483979,30534506,Tier 1,,,TRUE,""
ITGAM,ENSG00000169896,16,31271311,31344213,Tier 3A,,,TRUE,""
ITGAV,ENSG00000138448,2,187454792,187545628,Tier 1,,,TRUE,""
ITGAX,ENSG00000140678,16,31366455,31394318,Tier 3A,,,TRUE,""
ITGB1,ENSG00000150093,10,33189247,33294720,Tier 1,,,TRUE,""
ITGB2,ENSG00000160255,21,46305868,46351904,Tier 1,,,TRUE,""
ITGB3,ENSG00000259207,17,45331212,45421658,Tier 1,,,TRUE,""
ITGB4,ENSG00000132470,17,73717408,73753899,Tier 3B,,,TRUE,""
ITGB5,ENSG00000082781,3,124480795,124620265,Tier 1,,,TRUE,""
ITGB6,ENSG00000115221,2,160956177,161128399,Tier 1,,,TRUE,""
ITGB7,ENSG00000139626,12,53585102,53601091,Tier 1,,,TRUE,""
ITGB8,ENSG00000105855,7,20370325,20455377,Tier 3B,,,TRUE,""
ITIH1,ENSG00000055957,3,52811603,52826078,Tier 3A,,,TRUE,""
ITIH2,ENSG00000151655,10,7745232,7791483,Tier 3A,,,TRUE,""
ITIH3,ENSG00000162267,3,52828784,52843025,Tier 3A,,,TRUE,""
ITIH4,ENSG00000055955,3,52846991,52865495,Tier 3A,,,TRUE,""
ITIH5,ENSG00000123243,10,7601232,7708961,Tier 3A,,,TRUE,""
ITIH6,ENSG00000102313,X,54775332,54824673,Tier 3B,,,TRUE,""
ITK,ENSG00000113263,5,156569944,156682201,Tier 1,,,TRUE,""
ITLN1,ENSG00000179914,1,160846329,160854960,Tier 3A,,,TRUE,""
ITM2B,ENSG00000136156,13,48807294,48837063,Tier 3B,,,TRUE,""
ITPR1,ENSG00000150995,3,4535032,4889524,Tier 3A,,,TRUE,""
ITPR2,ENSG00000123104,12,26490342,26986131,Tier 3B,,,TRUE,""
ITPR3,ENSG00000096433,6,33588142,33664351,Tier 3B,,,TRUE,""
IVNS1ABP,ENSG00000116679,1,185265520,185286461,Tier 3B,,,TRUE,""
JAG1,ENSG00000101384,20,10618332,10654694,Tier 3A,,,TRUE,""
JAK1,ENSG00000162434,1,65298912,65432187,Tier 1,,,TRUE,""
JAK2,ENSG00000096968,9,4985033,5128183,Tier 1,,,TRUE,""
JAK3,ENSG00000105639,19,17935589,17958880,Tier 1,,,TRUE,""
JAM2,ENSG00000154721,21,27011584,27089874,Tier 3A,,,TRUE,""
JAM3,ENSG00000166086,11,133938820,134021896,Tier 3B,,,TRUE,""
JMJD7-PLA2G4B,ENSG00000168970,15,42120293,42140353,Tier 3B,,,TRUE,""
JUN,ENSG00000177606,1,59246465,59249785,Tier 2,,,TRUE,""
KAL1,ENSG00000011201,X,8496915,8700227,Tier 3B,,,TRUE,""
KALRN,ENSG00000160145,3,123798870,124445172,Tier 3A,,,TRUE,""
KARS,ENSG00000065427,16,75661622,75682541,Tier 2,,,TRUE,""
KAT2B,ENSG00000114166,3,20081515,20195896,Tier 2,,,TRUE,""
KAZALD1,ENSG00000107821,10,102821598,102827888,Tier 3B,,,TRUE,""
KBTBD11,ENSG00000176595,8,1922044,1955102,Tier 3B,,,TRUE,""
KBTBD12,ENSG00000187715,3,127634075,127706514,Tier 3B,,,TRUE,""
KBTBD2,ENSG00000170852,7,32907784,32933743,Tier 3B,,,TRUE,""
KBTBD6,ENSG00000165572,13,41701705,41706882,Tier 3B,,,TRUE,""
KBTBD7,ENSG00000120696,13,41763969,41768702,Tier 3B,,,TRUE,""
KBTBD8,ENSG00000163376,3,67048727,67061634,Tier 3B,,,TRUE,""
KCNA1,ENSG00000111262,12,5019071,5040527,Tier 3B,,,TRUE,""
KCNA10,ENSG00000143105,1,111059839,111061797,Tier 3B,,,TRUE,""
KCNA2,ENSG00000177301,1,111136202,111174096,Tier 3B,,,TRUE,""
KCNA3,ENSG00000177272,1,111214310,111217655,Tier 2,,,TRUE,""
KCNA4,ENSG00000182255,11,30031288,30038570,Tier 3B,,,TRUE,""
KCNA5,ENSG00000130037,12,5153085,5155949,Tier 2,,,TRUE,""
KCNA6,ENSG00000151079,12,4918342,4960277,Tier 3B,,,TRUE,""
KCNA7,ENSG00000104848,19,49570675,49576198,Tier 3B,,,TRUE,""
KCNB1,ENSG00000158445,20,47980414,48099184,Tier 3B,,,TRUE,""
KCNB2,ENSG00000182674,8,73449626,73850584,Tier 2,,,TRUE,""
KCNC1,ENSG00000129159,11,17756359,17804602,Tier 3B,,,TRUE,""
KCNC2,ENSG00000166006,12,75433857,75603648,Tier 3B,,,TRUE,""
KCNC3,ENSG00000131398,19,50815194,50836772,Tier 3B,,,TRUE,""
KCNC4,ENSG00000116396,1,110753965,110825722,Tier 3B,,,TRUE,""
KCND1,ENSG00000102057,X,48818639,48827976,Tier 3B,,,TRUE,""
KCND2,ENSG00000184408,7,119913722,120390385,Tier 3A,,,TRUE,""
KCND3,ENSG00000171385,1,112313284,112531777,Tier 3B,,,TRUE,""
KCNE1,ENSG00000180509,21,35818988,35884573,Tier 2,,,TRUE,""
KCNF1,ENSG00000162975,2,11052063,11054350,Tier 3B,,,TRUE,""
KCNG1,ENSG00000026559,20,49620193,49639666,Tier 3B,,,TRUE,""
KCNG2,ENSG00000178342,18,77623668,77660184,Tier 3B,,,TRUE,""
KCNG3,ENSG00000171126,2,42669157,42721237,Tier 3B,,,TRUE,""
KCNG4,ENSG00000168418,16,84255823,84273356,Tier 3B,,,TRUE,""
KCNH1,ENSG00000143473,1,210856555,211307457,Tier 3B,,,TRUE,""
KCNH2,ENSG00000055118,7,150642049,150675403,Tier 1,,,TRUE,""
KCNH3,ENSG00000135519,12,49932940,49952091,Tier 3B,,,TRUE,""
KCNH4,ENSG00000089558,17,40308909,40333296,Tier 3B,,,TRUE,""
KCNH5,ENSG00000140015,14,63173287,63568755,Tier 3B,,,TRUE,""
KCNH6,ENSG00000173826,17,61600695,61626338,Tier 2,,,TRUE,""
KCNH7,ENSG00000184611,2,163227917,163695240,Tier 2,,,TRUE,""
KCNH8,ENSG00000183960,3,19189946,19577138,Tier 3B,,,TRUE,""
KCNJ1,ENSG00000151704,11,128706210,128737268,Tier 2,,,TRUE,""
KCNJ10,ENSG00000177807,1,160007257,160040038,Tier 3A,,,TRUE,""
KCNJ11,ENSG00000187486,11,17407406,17410878,Tier 1,,,TRUE,""
KCNJ12,ENSG00000184185,17,21279509,21323179,Tier 2,,,TRUE,""
KCNJ13,ENSG00000115474,2,233631174,233641278,Tier 3B,,,TRUE,""
KCNJ14,ENSG00000182324,19,48958766,48969367,Tier 3B,,,TRUE,""
KCNJ15,ENSG00000157551,21,39529128,39679279,Tier 3A,,,TRUE,""
KCNJ16,ENSG00000153822,17,68049570,68131749,Tier 3A,,,TRUE,""
KCNJ2,ENSG00000123700,17,68164814,68176189,Tier 2,,,TRUE,""
KCNJ3,ENSG00000162989,2,155554811,155714863,Tier 3B,,,TRUE,""
KCNJ4,ENSG00000168135,22,38822332,38851205,Tier 3B,,,TRUE,""
KCNJ5,ENSG00000120457,11,128761251,128790930,Tier 3A,,,TRUE,""
KCNJ6,ENSG00000157542,21,38979678,39288749,Tier 3A,,,TRUE,""
KCNJ8,ENSG00000121361,12,21917889,21928515,Tier 1,,,TRUE,""
KCNJ9,ENSG00000162728,1,160051360,160060353,Tier 2,,,TRUE,""
KCNK1,ENSG00000135750,1,233749750,233808258,Tier 3A,,,TRUE,""
KCNK10,ENSG00000100433,14,88649113,88793251,Tier 1,,,TRUE,""
KCNK12,ENSG00000184261,2,47743720,47798078,Tier 3B,,,TRUE,""
KCNK13,ENSG00000152315,14,90528109,90652201,Tier 3B,,,TRUE,""
KCNK15,ENSG00000124249,20,43374421,43379675,Tier 3B,,,TRUE,""
KCNK16,ENSG00000095981,6,39282474,39290744,Tier 3B,,,TRUE,""
KCNK17,ENSG00000124780,6,39266777,39282329,Tier 3B,,,TRUE,""
KCNK18,ENSG00000186795,10,118957000,118969810,Tier 1,,,TRUE,""
KCNK2,ENSG00000082482,1,215179118,215410436,Tier 1,,,TRUE,""
KCNK3,ENSG00000171303,2,26915619,26956288,Tier 1,,,TRUE,""
KCNK4,ENSG00000182450,11,64058774,64067503,Tier 3B,,,TRUE,""
KCNK5,ENSG00000164626,6,39156749,39197226,Tier 3B,,,TRUE,""
KCNK6,ENSG00000099337,19,38810484,38819660,Tier 3B,,,TRUE,""
KCNK7,ENSG00000173338,11,65360326,65363467,Tier 3B,,,TRUE,""
KCNK9,ENSG00000169427,8,140613081,140715299,Tier 1,,,TRUE,""
KCNMA1,ENSG00000156113,10,78629359,79398353,Tier 2,,,TRUE,""
KCNN1,ENSG00000105642,19,18062102,18110889,Tier 2,,,TRUE,""
KCNN2,ENSG00000080709,5,113696642,113832337,Tier 2,,,TRUE,""
KCNN3,ENSG00000143603,1,154669931,154842756,Tier 2,,,TRUE,""
KCNN4,ENSG00000104783,19,44270685,44285409,Tier 1,,,TRUE,""
KCNQ1,ENSG00000053918,11,2465914,2870339,Tier 1,,,TRUE,""
KCNQ2,ENSG00000075043,20,62037542,62103993,Tier 1,,,TRUE,""
KCNQ3,ENSG00000184156,8,133133108,133493200,Tier 1,,,TRUE,""
KCNQ4,ENSG00000117013,1,41249684,41306124,Tier 1,,,TRUE,""
KCNQ5,ENSG00000185760,6,73331520,73908574,Tier 1,,,TRUE,""
KCNS1,ENSG00000124134,20,43720951,43729753,Tier 3B,,,TRUE,""
KCNS2,ENSG00000156486,8,99439250,99445076,Tier 3B,,,TRUE,""
KCNS3,ENSG00000170745,2,18059114,18542882,Tier 3B,,,TRUE,""
KCNT1,ENSG00000107147,9,138594031,138684992,Tier 3B,,,TRUE,""
KCNT2,ENSG00000162687,1,196194909,196578355,Tier 3A,,,TRUE,""
KCNU1,ENSG00000215262,8,36641842,36793646,Tier 3B,,,TRUE,""
KCNV1,ENSG00000164794,8,110975874,110988076,Tier 3B,,,TRUE,""
KCNV2,ENSG00000168263,9,2717502,2730037,Tier 3B,,,TRUE,""
KDM1A,ENSG00000004487,1,23345941,23410182,Tier 2,,,TRUE,""
KDM1B,ENSG00000165097,6,18155560,18224084,Tier 3B,,,TRUE,""
KDM2A,ENSG00000173120,11,66886740,67025558,Tier 2,,,TRUE,""
KDM4A,ENSG00000066135,1,44115829,44171186,Tier 2,,,TRUE,""
KDM4C,ENSG00000107077,9,6720863,7175648,Tier 2,,,TRUE,""
KDM4E,ENSG00000235268,11,94758422,94760760,Tier 2,,,TRUE,""
KDM5C,ENSG00000126012,X,53220503,53254604,Tier 2,,,TRUE,""
KDR,ENSG00000128052,4,55944644,55991756,Tier 1,,,TRUE,""
KDSR,ENSG00000119537,18,60994959,61034743,Tier 3B,,,TRUE,""
KEAP1,ENSG00000079999,19,10596796,10614417,Tier 1,,,TRUE,""
KEL,ENSG00000197993,7,142638201,142659768,Tier 3B,,,TRUE,""
KERA,ENSG00000139330,12,91444268,91451760,Tier 3A,,,TRUE,""
KHDRBS1,ENSG00000121774,1,32479430,32526451,Tier 2,,,TRUE,""
KHK,ENSG00000138030,2,27309615,27323640,Tier 2,,,TRUE,""
KIF11,ENSG00000138160,10,94353043,94415150,Tier 1,,,TRUE,""
KIR2DL1,ENSG00000125498,19,55281263,55295774,Tier 1,,,TRUE,""
KIR2DL3,ENSG00000243772,19,55249980,55295776,Tier 1,,,TRUE,""
KIR2DL4,ENSG00000189013,19,55236002,55325972,Tier 1,,,TRUE,""
KIR2DS4,ENSG00000221957,19,55344131,55360024,Tier 3A,,,TRUE,""
KIR3DL1,ENSG00000167633,19,55235969,55378448,Tier 3A,,,TRUE,""
KIR3DL2,ENSG00000240403,19,55361898,55378662,Tier 3A,,,TRUE,""
KIR3DL3,ENSG00000242019,19,55235984,55248003,Tier 3B,,,TRUE,""
KIRREL2,ENSG00000126259,19,36346763,36358011,Tier 3B,,,TRUE,""
KISS1,ENSG00000170498,1,204159469,204165614,Tier 3A,,,TRUE,""
KISS1R,ENSG00000116014,19,917287,921015,Tier 2,,,TRUE,""
KIT,ENSG00000157404,4,55524085,55606881,Tier 1,,,TRUE,""
KITLG,ENSG00000049130,12,88886570,88974628,Tier 3A,,,TRUE,""
KL,ENSG00000133116,13,33590207,33640282,Tier 3B,,,TRUE,""
KLF5,ENSG00000102554,13,73629114,73651676,Tier 2,,,TRUE,""
KLHL1,ENSG00000150361,13,70274726,70682591,Tier 3B,,,TRUE,""
KLHL10,ENSG00000161594,17,39991937,40004636,Tier 3B,,,TRUE,""
KLHL12,ENSG00000117153,1,202860228,202897764,Tier 3B,,,TRUE,""
KLHL13,ENSG00000003096,X,117031776,117251303,Tier 3B,,,TRUE,""
KLHL15,ENSG00000174010,X,24001837,24045303,Tier 3B,,,TRUE,""
KLHL17,ENSG00000187961,1,895967,901095,Tier 3B,,,TRUE,""
KLHL18,ENSG00000114648,3,47324407,47388306,Tier 3B,,,TRUE,""
KLHL2,ENSG00000109466,4,166128770,166244308,Tier 3B,,,TRUE,""
KLHL20,ENSG00000076321,1,173684080,173755840,Tier 3B,,,TRUE,""
KLHL21,ENSG00000162413,1,6650784,6674667,Tier 3B,,,TRUE,""
KLHL22,ENSG00000099910,22,20783528,20850170,Tier 3B,,,TRUE,""
KLHL23,ENSG00000213160,2,170550998,170633499,Tier 3B,,,TRUE,""
KLHL24,ENSG00000114796,3,183353356,183402265,Tier 3B,,,TRUE,""
KLHL25,ENSG00000183655,15,86302554,86338261,Tier 3B,,,TRUE,""
KLHL26,ENSG00000167487,19,18747775,18781309,Tier 3B,,,TRUE,""
KLHL28,ENSG00000179454,14,45393522,45511525,Tier 3B,,,TRUE,""
KLHL29,ENSG00000119771,2,23608088,23931481,Tier 3B,,,TRUE,""
KLHL3,ENSG00000146021,5,136953189,137071779,Tier 3B,,,TRUE,""
KLHL30,ENSG00000168427,2,239047363,239061588,Tier 3B,,,TRUE,""
KLHL32,ENSG00000186231,6,97372605,97588630,Tier 3B,,,TRUE,""
KLHL33,ENSG00000185271,14,20896970,20903801,Tier 3B,,,TRUE,""
KLHL35,ENSG00000149243,11,75133438,75141674,Tier 3B,,,TRUE,""
KLHL36,ENSG00000135686,16,84682131,84701292,Tier 3B,,,TRUE,""
KLHL38,ENSG00000175946,8,124657767,124665190,Tier 3B,,,TRUE,""
KLHL4,ENSG00000102271,X,86772752,86925050,Tier 3B,,,TRUE,""
KLHL40,ENSG00000157119,3,42727011,42734036,Tier 3B,,,TRUE,""
KLHL5,ENSG00000109790,4,39046659,39128477,Tier 3B,,,TRUE,""
KLHL6,ENSG00000172578,3,183205319,183273477,Tier 3B,,,TRUE,""
KLHL7,ENSG00000122550,7,23145353,23217533,Tier 3B,,,TRUE,""
KLHL8,ENSG00000145332,4,88081255,88161466,Tier 3B,,,TRUE,""
KLHL9,ENSG00000198642,9,21329670,21335379,Tier 3B,,,TRUE,""
KLK1,ENSG00000167748,19,51322404,51327043,Tier 2,,,TRUE,""
KLK10,ENSG00000129451,19,51515995,51523431,Tier 3B,,,TRUE,""
KLK11,ENSG00000167757,19,51525472,51531295,Tier 3B,,,TRUE,""
KLK12,ENSG00000186474,19,51532348,51538486,Tier 3B,,,TRUE,""
KLK13,ENSG00000167759,19,51559463,51568371,Tier 3B,,,TRUE,""
KLK14,ENSG00000129437,19,51580752,51587502,Tier 3B,,,TRUE,""
KLK15,ENSG00000174562,19,51328545,51340469,Tier 3A,,,TRUE,""
KLK2,ENSG00000167751,19,51364824,51383823,Tier 3A,,,TRUE,""
KLK3,ENSG00000142515,19,51358171,51364020,Tier 2,,,TRUE,""
KLK4,ENSG00000167749,19,51409608,51413994,Tier 3A,,,TRUE,""
KLK5,ENSG00000167754,19,51446559,51456349,Tier 3A,,,TRUE,""
KLK6,ENSG00000167755,19,51461887,51472929,Tier 3A,,,TRUE,""
KLK7,ENSG00000169035,19,51479729,51487355,Tier 3B,,,TRUE,""
KLK8,ENSG00000129455,19,51499263,51505967,Tier 3B,,,TRUE,""
KLK9,ENSG00000213022,19,51503806,51512890,Tier 3B,,,TRUE,""
KLKB1,ENSG00000164344,4,187130133,187179625,Tier 1,,,TRUE,""
KLRB1,ENSG00000111796,12,9747147,9760482,Tier 3B,,,TRUE,""
KLRC1,ENSG00000134545,12,10594863,10607284,Tier 3A,,,TRUE,""
KLRC2,ENSG00000205809,12,10579453,10594899,Tier 3A,,,TRUE,""
KLRD1,ENSG00000134539,12,10378657,10469850,Tier 3B,,,TRUE,""
KLRK1,ENSG00000213809,12,10524952,10544473,Tier 3A,,,TRUE,""
KMO,ENSG00000117009,1,241695434,241758944,Tier 2,,,TRUE,""
KMT2A,ENSG00000118058,11,118307205,118397539,Tier 1,,,TRUE,""
KNG1,ENSG00000113889,3,186435065,186461743,Tier 3A,,,TRUE,""
KRT18,ENSG00000111057,12,53342655,53346685,Tier 1,,,TRUE,""
KRT19,ENSG00000171345,17,39679869,39684560,Tier 1,,,TRUE,""
KRT8,ENSG00000170421,12,53290977,53343738,Tier 1,,,TRUE,""
KRTDAP,ENSG00000188508,19,35978226,35986460,Tier 3A,,,TRUE,""
KSR1,ENSG00000141068,17,25783670,25953461,Tier 3A,,,TRUE,""
KSR2,ENSG00000171435,12,117890817,118406788,Tier 3A,,,TRUE,""
KYNU,ENSG00000115919,2,143635067,143799890,Tier 2,,,TRUE,""
L1CAM,ENSG00000198910,X,153126969,153174677,Tier 3B,,,TRUE,""
L3MBTL1,ENSG00000185513,20,42136320,42179590,Tier 1,,,TRUE,""
LACRT,ENSG00000135413,12,55024595,55028679,Tier 3A,,,TRUE,""
LACTB,ENSG00000103642,15,63413999,63434260,Tier 1,,,TRUE,""
LAD1,ENSG00000159166,1,201342372,201368736,Tier 3A,,,TRUE,""
LAG3,ENSG00000089692,12,6881678,6887621,Tier 3B,,,TRUE,""
LAIR1,ENSG00000167613,19,54865362,54882165,Tier 3B,,,TRUE,""
LAIR2,ENSG00000167618,19,55009100,55021897,Tier 3B,,,TRUE,""
LALBA,ENSG00000167531,12,48961467,48963849,Tier 3B,,,TRUE,""
LAMA1,ENSG00000101680,18,6941743,7117813,Tier 1,,,TRUE,""
LAMA2,ENSG00000196569,6,129204342,129837714,Tier 1,,,TRUE,""
LAMA3,ENSG00000053747,18,21269407,21535030,Tier 1,,,TRUE,""
LAMA4,ENSG00000112769,6,112429963,112576141,Tier 1,,,TRUE,""
LAMA5,ENSG00000130702,20,60883011,60942368,Tier 1,,,TRUE,""
LAMB1,ENSG00000091136,7,107564244,107643700,Tier 1,,,TRUE,""
LAMB2,ENSG00000172037,3,49158547,49170551,Tier 1,,,TRUE,""
LAMB3,ENSG00000196878,1,209788215,209825811,Tier 1,,,TRUE,""
LAMB4,ENSG00000091128,7,107663993,107770801,Tier 1,,,TRUE,""
LAMC1,ENSG00000135862,1,182992595,183114727,Tier 1,,,TRUE,""
LAMC2,ENSG00000058085,1,183155373,183214035,Tier 1,,,TRUE,""
